id,sentence_raw,sentence_clean,e1,e2,relation_full,relation_type,relation_direction,comment
3340,It is an online <e1>publication</e1> dedicated to informing the world about the numerous state <e2>violations</e2> of citizens' rights.,It is an online publication dedicated to informing the world about the numerous state violations of citizens' rights.,publication,violations,"Message-Topic(e1,e2)",Message-Topic,"e1,e2",
3341,"The <e1>cow</e1> makes a <e2>sound</e2> called lowing, also known as mooing.","The cow makes a sound called lowing, also known as mooing.",cow,sound,"Cause-Effect(e2,e1)",Cause-Effect,"e2,e1",
3342,"Finally, they found out that the <e1>letter</e1> was placed inside a <e2>pocket notebook</e2> that Donna owned.","Finally, they found out that the letter was placed inside a pocket notebook that Donna owned.",letter,pocket notebook,"Content-Container(e1,e2)",Content-Container,"e1,e2",no movement
3343,The dissolution <e1>plan</e1> has been presented by the special <e2>study committee</e2> that was responsible for producing it.,The dissolution plan has been presented by the special study committee that was responsible for producing it.,plan,study committee,"Product-Producer(e1,e2)",Product-Producer,"e1,e2",
3344,<e1>Flashes</e1> are caused by the vitreous gel <e2>tugging</e2> on the retina.,Flashes are caused by the vitreous gel tugging on the retina.,Flashes,tugging,"Cause-Effect(e2,e1)",Cause-Effect,"e2,e1",
3345,The <e1>country</e1> has constructed a thermal <e2>plant</e2> in Takoradi to supplement its power supply needs.,The country has constructed a thermal plant in Takoradi to supplement its power supply needs.,country,plant,"Product-Producer(e2,e1)",Product-Producer,"e2,e1",the plant is a product of the efforts of people in the country
3346,"Next, I adjusted the <e1>screw</e1> of the lifter <e2>magnet</e2> to be about 20mm above the top surface of the adjustable arm.","Next, I adjusted the screw of the lifter magnet to be about 20mm above the top surface of the adjustable arm.",screw,magnet,"Component-Whole(e1,e2)",Component-Whole,"e1,e2",
3347,The Scorpio <e1>single</e1> was in a <e2>bin</e2> with around 6 zillion 45s.,The Scorpio single was in a bin with around 6 zillion 45s.,single,bin,"Content-Container(e1,e2)",Content-Container,"e1,e2",prototypical example
3348,He took his <e1>son</e1> to the ancient <e2>temples</e2> in Cambodia.,He took his son to the ancient temples in Cambodia.,son,temples,"Entity-Destination(e1,e2)",Entity-Destination,"e1,e2",
3349,The first fighter <e1>wing</e1> of these <e2>planes</e2> is already in service.,The first fighter wing of these planes is already in service.,wing,planes,"Member-Collection(e2,e1)",Member-Collection,"e2,e1",A wing is a military unit.
3350,"Information about Salmonellosis, an <e1>illness</e1> caused by a <e2>bacteria</e2> found in raw food, soil, or water.","Information about Salmonellosis, an illness caused by a bacteria found in raw food, soil, or water.",illness,bacteria,"Cause-Effect(e2,e1)",Cause-Effect,"e2,e1",
3351,"In the <e1>book</e1>, a distinguished country <e2>gentleman</e2> becomes a knight after reading too many chivalric novels.","In the book, a distinguished country gentleman becomes a knight after reading too many chivalric novels.",book,gentleman,Other,Other,none,gentleman is not a producer
3352,Natural Liver Cirrhosis Treatment Liver cirrhosis is a degenerative inflammatory <e1>disease</e1> that results in <e2>hardening</e2> and scarring of liver cells.,Natural Liver Cirrhosis Treatment Liver cirrhosis is a degenerative inflammatory disease that results in hardening and scarring of liver cells.,disease,hardening,"Cause-Effect(e1,e2)",Cause-Effect,"e1,e2",
3353,The game <e1>designer</e1> also uses a very specific <e2>tool</e2> for his work.,The game designer also uses a very specific tool for his work.,designer,tool,"Instrument-Agency(e2,e1)",Instrument-Agency,"e2,e1",
3354,Many investors' funds are pooled together and the fund managers invest all the <e1>money</e1> in a diversified <e2>basket</e2> of investments.,Many investors' funds are pooled together and the fund managers invest all the money in a diversified basket of investments.,money,basket,"Entity-Destination(e1,e2)",Entity-Destination,"e1,e2",E-D's b.1 allows both to be abstract
3355,"The brochure shows, in one embodiment, a <e1>vase</e1> with <e2>flowers</e2> inside a ""cut flower"" sleeve with the sleeve tied with a ribbon about the neck of the vase.","The brochure shows, in one embodiment, a vase with flowers inside a ""cut flower"" sleeve with the sleeve tied with a ribbon about the neck of the vase.",vase,flowers,"Content-Container(e2,e1)",Content-Container,"e2,e1",prototypical example
3356,The Sun displayed a <e1>design</e1> by a macaque <e2>monkey</e2>.,The Sun displayed a design by a macaque monkey.,design,monkey,"Product-Producer(e1,e2)",Product-Producer,"e1,e2",monkey satisfies (a)
3357,Each person's <e1>name</e1> was in a <e2>box</e2>.,Each person's name was in a box.,name,box,"Content-Container(e1,e2)",Content-Container,"e1,e2",prototypical example
3358,The day-old <e1>baby</e1> was taken into <e2>intensive care</e2>.,The day-old baby was taken into intensive care.,baby,intensive care,Other,Other,none,violates b.1
3359,"The <e1>trucks</e1> are comprised of smaller <e2>parts</e2>, including axles, bushings and kingpins.","The trucks are comprised of smaller parts, including axles, bushings and kingpins.",trucks,parts,"Component-Whole(e2,e1)",Component-Whole,"e2,e1",
3360,An American <e1>student</e1> fell drunkenly into the city's Main <e2>river</e2>.,An American student fell drunkenly into the city's Main river.,student,river,"Entity-Destination(e1,e2)",Entity-Destination,"e1,e2",
3361,And these <e1>gases</e1> cause <e2>evaporation</e2> of water from sea and soil.,And these gases cause evaporation of water from sea and soil.,gases,evaporation,"Cause-Effect(e1,e2)",Cause-Effect,"e1,e2",
3362,"She put her <e1>jewels</e1> back in the <e2>casket</e2>, and dressed herself in the plain black gown.","She put her jewels back in the casket, and dressed herself in the plain black gown.",jewels,casket,"Entity-Destination(e1,e2)",Entity-Destination,"e1,e2",
3363,"The dentate <e1>gyrus</e1> is a part of the <e2>hippocampus</e2>, the main memory structure, and has been shown to play a role in the forming of new memories.","The dentate gyrus is a part of the hippocampus, the main memory structure, and has been shown to play a role in the forming of new memories.",gyrus,hippocampus,"Component-Whole(e1,e2)",Component-Whole,"e1,e2",
3364,<e1>Bolus</e1> was injected into <e2>ports</e2> above the filter set.,Bolus was injected into ports above the filter set.,Bolus,ports,"Entity-Destination(e1,e2)",Entity-Destination,"e1,e2",
3365,"<e1>Concrete</e1> is made from <e2>cement</e2>, aggregates (gravel and crush- ed stones) and water.","Concrete is made from cement, aggregates (gravel and crush- ed stones) and water.",Concrete,cement,"Entity-Origin(e1,e2)",Entity-Origin,"e1,e2",
3366,Congregational <e1>clergy</e1> of various <e2>denominations</e2> were surveyed to assess their understanding and experience of trauma.,Congregational clergy of various denominations were surveyed to assess their understanding and experience of trauma.,clergy,denominations,Other,Other,none,Ditto.
3367,"The small <e1>spring</e1> of the percussion <e2>hammer</e2> then forces the latter downward into the head of the striker, thus firing the mine.","The small spring of the percussion hammer then forces the latter downward into the head of the striker, thus firing the mine.",spring,hammer,"Component-Whole(e1,e2)",Component-Whole,"e1,e2",
3368,"I am currently taking a <e1>medication</e1> which causes <e2>tingling</e2> in my hands and feet, but I also have vitamin d deficiency r/t hyperparathyroidism and my calcium is up and down.","I am currently taking a medication which causes tingling in my hands and feet, but I also have vitamin d deficiency r/t hyperparathyroidism and my calcium is up and down.",medication,tingling,"Cause-Effect(e1,e2)",Cause-Effect,"e1,e2",
3369,<e1>Investment</e1> flows into emerging <e2>markets</e2>.,Investment flows into emerging markets.,Investment,markets,"Entity-Destination(e1,e2)",Entity-Destination,"e1,e2",
3370,The mechanism transported <e1>dust</e1> into shadowed <e2>regions</e2>.,The mechanism transported dust into shadowed regions.,dust,regions,"Entity-Destination(e1,e2)",Entity-Destination,"e1,e2",
3371,Both are driven to play a leading role in the five-strong <e1>bratpack</e1> of <e2>teenagers</e2> who have the game's future in their hands.,Both are driven to play a leading role in the five-strong bratpack of teenagers who have the game's future in their hands.,bratpack,teenagers,"Member-Collection(e2,e1)",Member-Collection,"e2,e1",
3372,Squeezed growers have put <e1>plight</e1> to the city <e2>dwellers</e2>.,Squeezed growers have put plight to the city dwellers.,plight,dwellers,"Entity-Destination(e1,e2)",Entity-Destination,"e1,e2",
3373,But by far the most frequent tsunami-maker is the <e1>buckling</e1> of the seafloor caused by an undersea <e2>earthquake</e2>.,But by far the most frequent tsunami-maker is the buckling of the seafloor caused by an undersea earthquake.,buckling,earthquake,"Cause-Effect(e2,e1)",Cause-Effect,"e2,e1",
3374,"To use it, a <e1>person</e1> applies the <e2>vinegar</e2> to a cotton ball and then swabs the vinegar on the affected area.","To use it, a person applies the vinegar to a cotton ball and then swabs the vinegar on the affected area.",person,vinegar,"Instrument-Agency(e2,e1)",Instrument-Agency,"e2,e1",
3375,A political <e1>blog</e1> is a common type of blog that comments on <e2>politics</e2>.,A political blog is a common type of blog that comments on politics.,blog,politics,"Message-Topic(e1,e2)",Message-Topic,"e1,e2",
3376,"So, it is quite possible for ""nonviolence"" and ""grave violence"" to slip back and forth in the <e1>mouth</e1> of the same <e2>person</e2>.","So, it is quite possible for ""nonviolence"" and ""grave violence"" to slip back and forth in the mouth of the same person.",mouth,person,"Component-Whole(e1,e2)",Component-Whole,"e1,e2",
3377,A magnetic bracelet helps the <e1>pain</e1> from <e2>stroke</e2> in your arm.,A magnetic bracelet helps the pain from stroke in your arm.,pain,stroke,"Cause-Effect(e2,e1)",Cause-Effect,"e2,e1",
3378,Dalindyebo R900-million and the tribe a further R80-billion in compensation for the <e1>humiliation</e1> caused by the monarch's criminal <e2>trial</e2>.,Dalindyebo R900-million and the tribe a further R80-billion in compensation for the humiliation caused by the monarch's criminal trial.,humiliation,trial,"Cause-Effect(e2,e1)",Cause-Effect,"e2,e1",
3379,A <e1>war</e1> of words erupts between Sinn Fein and the DUP over the <e2>devolution</e2> of policing and justice powers to Northern Ireland.,A war of words erupts between Sinn Fein and the DUP over the devolution of policing and justice powers to Northern Ireland.,war,devolution,"Message-Topic(e1,e2)",Message-Topic,"e1,e2","A collocation: ""war of words"". Quite metaphorical."
