id,text,text_with_markers,relation_label,relation_type,entity1_text,entity2_text,label_id,num_tokens
6150,"Anyway, there's a cabal of ninja assassins who traverse the globe killing people for ""100 pounds of gold"", or the modern day equivalent.","Anyway, there's a [E1]cabal[/E1] of ninja [E2]assassins[/E2] who traverse the globe killing people for ""100 pounds of gold"", or the modern day equivalent.","Member-Collection(e2,e1)",Member-Collection,cabal,assassins,13,29
1722,The correct targeting signal is imported into the peroxisomes.,The correct targeting [E1]signal[/E1] is imported into the [E2]peroxisomes[/E2].,"Entity-Destination(e1,e2)",Entity-Destination,signal,peroxisomes,6,10
4587,Males had their urethra and urachus ligated with a fine silastic tubing.,[E1]Males[/E1] had their urethra and urachus ligated with a fine silastic [E2]tubing[/E2].,Other,Other,Males,tubing,16,13
5809,Branches overhang the roof of this house.,Branches overhang the [E1]roof[/E1] of this [E2]house[/E2].,"Component-Whole(e1,e2)",Component-Whole,roof,house,2,8
3444,But here is a jumper sewn by a daughter (Antoinette) for her mother.,But here is a [E1]jumper[/E1] sewn by a [E2]daughter[/E2] (Antoinette) for her mother.,"Product-Producer(e1,e2)",Product-Producer,jumper,daughter,17,16
19,The girl showed a photo of apple tree blossom on a fruit tree in the Central Valley.,The girl showed a photo of apple [E1]tree[/E1] [E2]blossom[/E2] on a fruit tree in the Central Valley.,"Component-Whole(e2,e1)",Component-Whole,tree,blossom,3,18
7131,"Progress comes from constructive competition, and churches and religions can benefit greatly from it.","[E1]Progress[/E1] comes from constructive [E2]competition[/E2], and churches and religions can benefit greatly from it.","Cause-Effect(e2,e1)",Cause-Effect,Progress,competition,1,16
5585,Students wrote scripts to narrate their story.,Students wrote [E1]scripts[/E1] to narrate their [E2]story[/E2].,"Message-Topic(e1,e2)",Message-Topic,scripts,story,14,8
4565,"The biggest broadcast was on election eve, when a hookup of twenty-six stations carried Coolidge's speech.","The biggest broadcast was on election eve, when a [E1]hookup[/E1] of twenty-six [E2]stations[/E2] carried Coolidge's speech.","Member-Collection(e2,e1)",Member-Collection,hookup,stations,13,21
4237,"During his early period, the director produced numerous documentaries, including an interview with Aleksandr Solzhenitsyn and a reportage about Grigori Kozintsev's flat in St Petersburg.","During his early period, the [E1]director[/E1] produced numerous documentaries, including an interview with Aleksandr Solzhenitsyn and a [E2]reportage[/E2] about Grigori Kozintsev's flat in St Petersburg.","Product-Producer(e2,e1)",Product-Producer,director,reportage,18,29
1901,"In fact, a protocol copes even with Byzantine failures by using randomization.","In fact, a [E1]protocol[/E1] copes even with Byzantine failures by using [E2]randomization[/E2].","Instrument-Agency(e2,e1)",Instrument-Agency,protocol,randomization,11,14
3475,The jewelry was in a cabinet in the same room.,The [E1]jewelry[/E1] was in a [E2]cabinet[/E2] in the same room.,"Content-Container(e1,e2)",Content-Container,jewelry,cabinet,4,11
2994,"Acne or pimples are caused by hormonal changes, wrong food habits and improper skin care.","[E1]Acne[/E1] or pimples are caused by [E2]hormonal changes[/E2], wrong food habits and improper skin care.","Cause-Effect(e2,e1)",Cause-Effect,Acne,hormonal changes,1,17
7946,The rap star was apprehended at John Wayne Airport late last month and his truncheon was confiscated by police.,The rap star was apprehended at John Wayne Airport late last month and his [E1]truncheon[/E1] was confiscated by [E2]police[/E2].,Other,Other,truncheon,police,16,20
580,"Physiotherapy was focused on admission avoidance, prevention of deterioration after admission and facilitating early discharge.","[E1]Physiotherapy[/E1] was focused on [E2]admission avoidance[/E2], prevention of deterioration after admission and facilitating early discharge.",Other,Other,Physiotherapy,admission avoidance,16,17
6664,All 1000 lemote boxes have been delivered to the users.,All 1000 lemote [E1]boxes[/E1] have been delivered to the [E2]users[/E2].,"Entity-Destination(e1,e2)",Entity-Destination,boxes,users,6,11
2772,"This meeting was called in response to a request of Eastern labor papers, but happened to fall amid the excitement caused by the Pittsburgh riot.","This meeting was called in response to a request of Eastern labor papers, but happened to fall amid the [E1]excitement[/E1] caused by the Pittsburgh [E2]riot[/E2].","Cause-Effect(e2,e1)",Cause-Effect,excitement,riot,1,27
5028,"Joints are parts of the body where bones meet, such as your knee.","[E1]Joints[/E1] are parts of the [E2]body[/E2] where bones meet, such as your knee.","Component-Whole(e1,e2)",Component-Whole,Joints,body,2,15
6679,The preceding chapters have made little reference to the notion of film language.,The preceding [E1]chapters[/E1] have made little reference to the [E2]notion[/E2] of film language.,"Message-Topic(e1,e2)",Message-Topic,chapters,notion,14,14
6722,The gaze of raccoons seemingly form an orderly queue to accept snacks from the bus driver as he stops off outside the Legion of Honor museum in San Francisco.,The [E1]gaze[/E1] of [E2]raccoons[/E2] seemingly form an orderly queue to accept snacks from the bus driver as he stops off outside the Legion of Honor museum in San Francisco.,"Member-Collection(e2,e1)",Member-Collection,gaze,raccoons,13,30
4432,A second significant recent institutional development has been the establishment of an EU network of independent experts on fundamental rights.,A second significant recent institutional development has been the establishment of an EU [E1]network[/E1] of independent [E2]experts[/E2] on fundamental rights.,"Member-Collection(e2,e1)",Member-Collection,network,experts,13,21
167,The key was in a chest.,The [E1]key[/E1] was in a [E2]chest[/E2].,"Content-Container(e1,e2)",Content-Container,key,chest,4,7
1487,"The dome of the museum rotunda is made from an actual brewing kettle, and walking into it gives visitors the sense of being in a kettle.","The dome of the museum rotunda is made from an actual brewing [E2]kettle[/E2], and walking into it gives [E1]visitors[/E1] the sense of being in a kettle.",Other,Other,visitors,kettle,16,28
7734,"Like many recipes for stuffing, the original recipe contained apples, but as apples are a higher carb fruit, I have substituted cranberries which have the dual effect of making the stuffing lower carb than the regular recipe and also adding a little extra seasonal color and flavor.","Like many [E1]recipe[/E1]s for stuffing, the original recipe contained [E2]apples[/E2], but as apples are a higher carb fruit, I have substituted cranberries which have the dual effect of making the stuffing lower carb than the regular recipe and also adding a little extra seasonal color and flavor.","Component-Whole(e2,e1)",Component-Whole,recipe,apples,3,51
5912,Numerous international treatises assert the obligation to give medical care without discrimination to all victims in a war zone.,Numerous international [E1]treatises[/E1] assert the [E2]obligation[/E2] to give medical care without discrimination to all victims in a war zone.,"Message-Topic(e1,e2)",Message-Topic,treatises,obligation,14,20
1398,Highly viscous lavas lead to a violent eruption.,Highly viscous [E1]lavas[/E1] lead to a violent [E2]eruption[/E2].,"Cause-Effect(e1,e2)",Cause-Effect,lavas,eruption,0,9
1388,"The letter was sent from the deathbed of the former KGB spy, Alexander Litvinenko, who died this Saturday after being poisoned with radioactive poison earlier in the month.","The [E1]letter[/E1] was sent from the [E2]deathbed[/E2] of the former KGB spy, Alexander Litvinenko, who died this Saturday after being poisoned with radioactive poison earlier in the month.","Entity-Origin(e1,e2)",Entity-Origin,letter,deathbed,8,31
17,"Texas-born virtuoso finds harmony, sophistication in Appalachian instrument.","Texas-born [E1]virtuoso[/E1] finds harmony, sophistication in Appalachian [E2]instrument[/E2].","Instrument-Agency(e2,e1)",Instrument-Agency,virtuoso,instrument,11,12
2500,The communal den of garter snakes in Manitoba is selected to study whether courting males make mistakes in selecting females.,The communal [E1]den[/E1] of garter [E2]snakes[/E2] in Manitoba is selected to study whether courting males make mistakes in selecting females.,"Member-Collection(e2,e1)",Member-Collection,den,snakes,13,21
7786,Among the contents of the bag were a diamond ring worth $2000 and a watch worth $500.,Among the contents of the [E1]bag[/E1] were a [E2]diamond ring[/E2] worth $2000 and a watch worth $500.,"Content-Container(e2,e1)",Content-Container,bag,diamond ring,5,20
1420,"In Wuthering Heights by Emily Bronte's, the author uses repetition as a device to give us the full understanding of the characters.","In Wuthering Heights by Emily Bronte's, the [E1]author[/E1] uses [E2]repetition[/E2] as a device to give us the full understanding of the characters.","Instrument-Agency(e2,e1)",Instrument-Agency,author,repetition,11,25
4027,The method includes the formation of a two-layer semifmished product with a low-melting surface layer and simering combined with impregnation.,The [E1]method[/E1] includes the [E2]formation[/E2] of a two-layer semifmished product with a low-melting surface layer and simering combined with impregnation.,"Component-Whole(e2,e1)",Component-Whole,method,formation,3,25
4292,Texas prepares for crush of executions.,Texas prepares for [E1]crush[/E1] of [E2]executions[/E2].,Other,Other,crush,executions,16,7
7988,Parents also experience anxiety from fear of the suffering of their child and worry about an uncertain outcome.,Parents also experience [E1]anxiety[/E1] from [E2]fear[/E2] of the suffering of their child and worry about an uncertain outcome.,"Cause-Effect(e2,e1)",Cause-Effect,anxiety,fear,1,19
1871,"In the first year of King Cyrus, the king issued a decree.","In the first year of King Cyrus, the [E1]king[/E1] issued a [E2]decree[/E2].","Product-Producer(e2,e1)",Product-Producer,king,decree,18,14
5130,"As the story goes, Whiteman went from being a string player in a symphony orchestra to becoming, after the First World War, the highest paid dance band in the country, achieving both fame and money.","As the story goes, Whiteman went from being a string [E1]player[/E1] in a symphony [E2]orchestra[/E2] to becoming, after the First World War, the highest paid dance band in the country, achieving both fame and money.","Member-Collection(e1,e2)",Member-Collection,player,orchestra,12,40
6416,"The government has spended the following 18 months before the elections in a similar vein - shooting a whole lead of Conservative foxes, to extend the metaphor - namely Heathrow and Royal Mail privatisation.","The government has spended the following 18 months before the elections in a similar vein - shooting a whole [E1]lead[/E1] of Conservative [E2]foxes[/E2], to extend the metaphor - namely Heathrow and Royal Mail privatisation.",Other,Other,lead,foxes,16,36
6934,OSHA regulates that a forklift operator's training program have three parts.,OSHA regulates that a [E1]forklift[/E1] [E2]operator[/E2]'s training program have three parts.,"Instrument-Agency(e1,e2)",Instrument-Agency,forklift,operator,10,13
1189,The Ark was hidden in a cave beneath the Temple Mount in the very heart of Israel.,The [E1]Ark[/E1] was hidden in a [E2]cave[/E2] beneath the Temple Mount in the very heart of Israel.,"Content-Container(e1,e2)",Content-Container,Ark,cave,4,18
